storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP272001,LINGLING,2001,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP272001,LINGLING,2001,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.019567654066660348,5.033562038133852e-05,7.135425475880065e-05
WP272001,LINGLING,2001,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.03541809533907908,5.30241466655194e-05,9.491116590580691e-05
WP272001,LINGLING,2001,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.17616104339553337,6.794979162272303e-05,0.0011941792952300393
WP272001,LINGLING,2001,4,5,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.20574036766149065,0.00011693988122084446,0.002032055361345813
WP272001,LINGLING,2001,5,6,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.23504745057476184,0.0002194248220675123,0.003438944243510607
WP272001,LINGLING,2001,6,7,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.23504745057476184,0.00025757966658210345,0.003438944243510607
WP272001,LINGLING,2001,7,8,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.23504745057476184,0.0003342163183246735,0.003438944243510607
WP272001,LINGLING,2001,8,9,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.24618434186330812,0.0003375786198211732,0.00419908024232183
WP272001,LINGLING,2001,9,10,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.24618434186330812,0.0003375786198211732,0.00419908024232183
WP272001,LINGLING,2001,10,11,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.24618434186330812,0.0003388867456589604,0.00419908024232183
WP272001,LINGLING,2001,11,12,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.24618434186330812,0.0003388867456589604,0.00419908024232183
WP272001,LINGLING,2001,12,13,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.24618434186330812,0.0003388867456589604,0.00419908024232183
WP272001,LINGLING,2001,13,14,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.24618434186330812,0.0003388867456589604,0.00419908024232183
WP272001,LINGLING,2001,14,15,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.24618434186330812,0.0003388867456589604,0.00419908024232183
WP272001,LINGLING,2001,15,16,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.24618434186330812,0.0003388867456589604,0.00419908024232183
