storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step
WP021966,IRMA,1966,0,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP021966,IRMA,1966,1,2,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP021966,IRMA,1966,2,3,0,0.0,0,0.0,0.0,0.0,1,1,0,0.060174807283345344
WP021966,IRMA,1966,3,4,0,0.0,0,0.0,0.0,0.0,1,1,0,0.17039020152277667
WP021966,IRMA,1966,4,5,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,5,6,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,6,7,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,7,8,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,8,9,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,9,10,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,10,11,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,11,12,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,12,13,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,13,14,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,14,15,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,15,16,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,16,17,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,17,18,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,18,19,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,19,20,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,20,21,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,21,22,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,22,23,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,23,24,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,24,25,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,25,26,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
WP021966,IRMA,1966,26,27,0,0.0,0,0.0,0.0,0.0,1,1,0,0.468432816415475
