storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP181954,SALLY,1954,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP181954,SALLY,1954,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP181954,SALLY,1954,2,3,0,0.0,0,0.0,0.0,0.0,1,0.0
WP181954,SALLY,1954,3,4,0,0.0,0,0.0,0.0,0.0,1,0.0
WP181954,SALLY,1954,4,5,0,0.0,0,0.0,0.0,0.0,1,0.0
WP181954,SALLY,1954,5,6,0,0.0,0,0.0,0.0,0.0,1,0.0
WP181954,SALLY,1954,6,7,0,0.0,0,0.0,0.0,0.0,1,0.0
WP181954,SALLY,1954,7,8,0,0.0,0,0.0,0.0,0.0,1,0.10066409391976083
WP181954,SALLY,1954,8,9,0,0.0,0,0.0,0.0,0.0,1,0.14234039081617056
WP181954,SALLY,1954,9,10,0,0.0,0,0.0,0.0,0.0,1,0.1929387323347298
WP181954,SALLY,1954,10,11,0,0.0,0,0.0,0.0,0.0,1,0.2741670550653423
WP181954,SALLY,1954,11,12,0,0.0,0,0.0,0.0,0.0,1,0.2741670550653423
WP181954,SALLY,1954,12,13,0,0.0,0,0.0,0.0,0.0,1,0.2741670550653423
WP181954,SALLY,1954,13,14,0,0.0,0,0.0,0.0,0.0,1,0.2741670550653423
WP181954,SALLY,1954,14,15,0,0.0,0,0.0,0.0,0.0,1,0.2741670550653423
WP181954,SALLY,1954,15,16,0,0.0,0,0.0,0.0,0.0,1,0.2741670550653423
WP181954,SALLY,1954,16,17,0,0.0,0,0.0,0.0,0.0,1,0.2741670550653423
WP181954,SALLY,1954,17,18,0,0.0,0,0.0,0.0,0.0,1,0.2741670550653423
WP181954,SALLY,1954,18,19,0,0.0,0,0.0,0.0,0.0,1,0.2741670550653423
