storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP161954,PAMELA,1954,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP161954,PAMELA,1954,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP161954,PAMELA,1954,2,3,0,0.0,0,0.0,0.0,0.0,1,0.0
WP161954,PAMELA,1954,3,4,0,0.0,0,0.0,0.0,0.0,1,0.0
WP161954,PAMELA,1954,4,5,0,0.0,0,0.0,0.0,0.0,1,0.0
WP161954,PAMELA,1954,5,6,0,0.0,0,0.0,0.0,0.0,1,0.06860315314652073
WP161954,PAMELA,1954,6,7,0,0.0,0,0.0,0.0,0.0,1,0.14173035822123087
WP161954,PAMELA,1954,7,8,0,0.0,0,0.0,0.0,0.0,1,0.14173035822123087
WP161954,PAMELA,1954,8,9,0,0.0,0,0.0,0.0,0.0,1,0.14173035822123087
WP161954,PAMELA,1954,9,10,0,0.0,0,0.0,0.0,0.0,1,0.14173035822123087
